title,is_onion
Laugh Now: BANKSY Publishes Artwork With UK House of Commons MPs as Chimpanzees,0
Trump-linked far-right groups in US spent millions on European lobbying,0
Trump threatens to close border with Mexico next week,0
"Facebook rolls out political ad rules ahead of EU vote, will start to block messages only weeks before voters head to polls. Ad library will allow NGOs, journalists, researchers to scrutinize the data. Advertisers required to include contact details on their pages so watchdogs can contact them.",0
"Germany declines to recognize Juan Guaido′s Berlin emissary | As Venezuela's self-appointed interim president, Juan Guaido has named diplomats to 10 EU countries. The German government considers Guaido Venezuela's president, but it hasn't confirmed Otto Gebauer as ambassador.",0
Botticelli 'imitation' painting turns out to be real,0
German band Rammstein sparks anger with Nazi video,0
Italy: Interior Minister and Deputy PM Salvini calls for castration of rapists,0
"Jupiter formed twice as far from the Sun as present-day Saturn and migrated to its current position over the span of just 700,000 years.",0
"Remove BJP, ""Protect Democracy"", Say 100 Filmmakers In A Joint Statement",0
"U.S. lawmakers unveil bill to make Puerto Rico 51st state, as Trump escalates feud with island officials",0
UK sold £5.7bn of arms to Saudi-led coalition fighting in Yemen,0
Icelandic budget airline Wow Air goes into administration leaving thousands of passengers stranded | Daily Mail Online,0
Quebec to ban public workers from wearing religious symbols,0
"Feral dogs and cats should be culled on more than 100 islands in order to save some of the rarest animals on earth, scientists say",0
"Pauline Hanson sticks by One Nation staffers caught in NRA gun lobbying sting, decries 'Islamist' plot by Al Jazeera - ABC News (Australian Broadcasting Corporation)",0
The battle to legalize cannabis in Spain,0
Austria may disband far-right group over NZ link,0
Trump tells Russia to get its troops out of Venezuela,0
Krispy Kreme Owners Discover Nazi Past,0
The Philippine journalists taking the rap in Duterte's latest war,0
Garfield phones mystery solved after 35 years,0
France's Macron: time to accelerate final preparations for no Brexit deal,0
"Mississauga, Ont., man's been hiding what could be the world's largest pearl — now he wants to show it off",0
"Huawei reports $8.8 billion in annual profit, despite US campaign against company",0
Chinese diplomat accused of trying to shut down Montreal event in third incident of alleged campus interference,0
‘Long-term security risks’ from Huawei: The Chinese company Huawei has been strongly criticised in a report by the body overseeing the security of its products in UK telecoms.,0
Huawei: Trump and US have a 'loser's attitude' and is trying to smear the company because the US can't compete,0
"As vast swaths of Australia dry out, a mental health crisis takes shape",0
"Husband 'strips his wife, beats her with a pipe and shaves off her hair after she refuses to dance for his friends' in Pakistan",0
"Hundreds killed, thousands wounded: A year of Gaza rallies",0
"Starting April 3, Brunei is scheduled to implement stoning people to death for being gay. Borneo adopted Shariah law in 2014. The laws also call for amputating thieves. The death penalty punishment will apply only to Muslims, comprising about two-thirds of the country’s population of 450,000.",0
"Saudi women activists detail torture, sexual abuse at court hearing - Egypt Independent",0
The financial reality of Uber and Lyft,0
Regulators knew before crashes that 737 MAX trim control was confusing in some conditions: document,0
"Russia manipulates GPS signals to protect Vladimir Putin from drones, report reveals",0
"Trudeau apologizes for 'smug, mean' jibe at indigenous activist",0
Verizon will stop charging customers $3/month for its robocall-blocking service,0
Doubts Rise About Evidence That U.S. Diplomats In Cuba Were Attacked,0
China slams U.S. for circulating draft on banning Masood Azhar in the UN Security Council,0
"For decades, Garfield telephones kept washing ashore in France. Now the mystery has been solved. - The Washington Post",0
Indian Missile Mistakenly Hit its Own Chopper in Conflict with Pakistan - Report,0
Go West! British Navy Сhief Сonfirms Iraq War WMDs Сharade,0
"Australia's mining exports hit $278bn – but bonanza at risk, says report",0
"Ebola has infected more than 1,000 people in eastern Congo since July, with many refusing vaccines",0
'QAnon' conspiracy theory makes appearance at pro-Brexit rally,0
The 'Doomsday' Seed Vault Is Meeting Its Doom Sooner Than Expected,0
A look at alleged raiders of North Korean Embassy in Madrid,0
Red Cross Granted Access to Deliver Aid in Venezuela,0
Pope demands sex abuse claims be reported in Vatican City,0
EU ignores U.S. calls to ban Huawei in 5G security blueprint,0
US drafts resolution to blacklist Masood Azhar at UN Security Council,0
600 years’ supply of cystic fibrosis drug destroyed in price row,0
Huawei urges U.S. to drop 'loser's attitude' as carrier business revenue slips,0
Struggling May puts stripped-down Brexit deal to a vote in parliament,0
Mystery of Garfield phones washing up on beaches in France solved after 30 years,0
Poisoned food found at German kindergarten,0
"AG Barr to release Mueller report in 'weeks not months' There are no plans to give an advance copy to the White House, a Justice Department official and Senate Judiciary Chairman Lindsey Graham said.",0
"White House warns Russia, others against sending troops to Venezuela",0
Trump Accuses FBI Officials Who Investigated Him of Treason,0
"Vietnam points to US court verdict, demands Agent Orange compensation from Monsanto",0
"Top UAE official urges Arab openness to Israel, days after condemning Trump's Golan recognition",0
"Grindr Is Owned by a Chinese Firm, and the U.S. Is Trying to Force It to Sell",0
Last chance to vote for Brexit as we understand it- UK trade minister,0
"Turkish lira tumbles 5 percent, central bank acts on swap limits",0
Old City Jerusalem Now Largest Accessible Historic Site in World,0
Italy: Fingerprint controls and iris checks for civil servants to end cheating,0
Climate change impacts 'accelerating' | The World Meteorological Organization says that the physical and financial impacts of global warming are accelerating,0
N.S.A. Contractor Arrested in Biggest Breach of U.S. Secrets Pleads Guilty,0
Canadian government is warning Canadians in the U.K. to “exercise a high degree of caution” as Brexit protests intensify in London after a third “no deal” vote.,0
Germany extends Saudi arms sale ban for another six months,0
"Action demanded after 1,100 dead dolphins wash up in France",0
European Court Rules Against 9/11 Victims Seeking $1.6 Billion From Iran,0
U.N. investigator urges Saudi Arabia to open up Khashoggi murder trial,0
Budget airline Wow air collapses with all flights cancelled and passengers stranded,0
"Arbitrator sides with Ontario parent who refuses to immunize children, cites anti-vaccination ‘expert’",0
Trump expands global gag rule that blocks US aid for abortion groups: Policy bans aid going to foreign groups that support abortion rights as secretary of state Pompeo says: ‘This is decent and right’,0
'Hoarder' pleads guilty in one of biggest breaches of U.S. secrets,0
Theresa May loses crucial vote on her Brexit deal for a third time,0
Artists use Ukraine president's candy wrappers for critical portrait,0
Australia lake turns pink and Insta-famous,0
Mosquito-spread diseases may endanger millions in new places due to climate change: Study finds that places where people have never had the diseases could see bad outbreaks if they aren’t prepared,0
Russian Model Fighting for Her Life After Being WRONGLY Diagnosed in China,0
"More Than 3,000 Chinese-made Audi Owners Claim to Be Victims of Toxic Auto Parts. Journalist intimidated for sharing article about scandal on social media",0
Labour says May's resignation plan makes backing her 'blindfold Brexit' even harder,0
Anger grows over confusing ban on porn websites,0
"Russia says it sent 'specialists' to Venezuela, rebuffs Trump",0
"Huge rallies as Algerians seek departure of Bouteflika, old guard: Protesters reject army bid to remove president on health reasons, call it attempt by old guard to maintain status quo.",0
Germany quietly bracing for economic crisis as Merkel exits,0
"In Ukraine, Russia Tests a New Facebook Tactic in Election Tampering",0
South Korea's Moon Will Visit Trump At White House In April,0
"India's destruction of a satellite with a anti-satellite missile created hundreds of pieces of ""space junk,"" a potentially dangerous situation that established space powers have tried to avoid for years",0
Brazil says Russian troops should leave Venezuela if propping up Maduro,0
"Conmen posed as French Foreign Minister Jean-Yves Le Drian to scam millions, police say",0
Icelandic budget airline WOW Air ceases operations,0
Boeing Ethiopia crash probe 'finds anti-stall device activated',0
EU leaders to meet on Brexit on April 10: summit chair Tusk,0
Brexit Live Updates: U.K. Parliament to Vote on Theresa May’s Deal,0
Playing the Waiting Game: Inside Allison Mack's New Life as She Preps for Her Sex Trafficking Trial,0
The Venezuelan government has barred opposition leader Juan Guaido from holding public office for 15 years.,0
"Oil set for biggest quarterly rise since 2009 amid OPEC cuts, sanctions",0
"Mitch McConnell blocked a resolution to release the full Mueller report, 3 days after saying he wanted 'openness and transparency' about it",0
Puerto Rico Governor Bans Gay Conversion Therapy for Minors,0
Yesterday another 737 Max 8 plane made an emergency landing on its way to a storage facility,0
Theresa May in final push as MPs prepare to vote on withdrawal deal,0
Boeing rolls out software fix for flight control systems scrutinised after deadly 737 MAX crashes,0
The Mueller report is more than 300 pages long. We've seen 101 words,0
Venezuela crisis: Guaidó banned from office for 15 years.,0
"US warns Russia, others against sending troops to Venezuela",0
"Donald Trump is glad the U.S. is not powered by wind ""because it only blows sometimes""",0
"As Emperor Akihito prepares to abdicate the throne, Japan set to name a new imperial epoch on April 1st.",0
"Hundreds of child sex dolls seized at UK borders, sparking legal crackdown",0
Residents of true-blue Richmond frustrated by Brexit delays,0
"British Columbia government granted $428,000 to group that spreads anti-vaccine claims",0
Norway has agreed to return thousands of artefacts taken from Easter Island in the 1950s,0
"WOW Air goes bust, stranding passengers in U.S. and Europe",0
Scientists Gene-Edited Tequila Bacteria to Make Cannabinoids,0
India's Surprise Shooting Down Of A Satellite Was A Warm-Up To Its Imminent Mission To Land On Moon,0
MPs reject May's EU withdrawal agreement,0
Mexico on alert after Popocatepetl volcano spews ash near capital,0
"1,100 dolphins have washed up on France’s shores since Jan; toll highest in 40 years, crosses 2017, 2018 records",0
"U.K. Universities Ask PayPal, Google To Shut Access To Cheating Sites",0
Gaza braces for anniversary of demonstrations at frontier wth Israel | World news,0
"Irish PM to meet Germany's Merkel, France's Macron on Brexit",0
Saudi Arabia cites UN job application as evidence against rights activist Loujain al-Hathloul,0
"Seven Iranians killed in Israeli strike in Syria, watchdog says",0
Congo registers record 15 new Ebola cases in one day,0
Malaysia: Traffickers Accused of Crimes Against Humanity,0
Outrage as animals remain abandoned in Spanish zoo two months after it closed,0
"May’s Brexit Deal Defeated for Third Time, Plunging UK Further into Crisis",0
Google loses its Human Rights Campaign endorsement over anti-gay 'conversion therapy' app,0
EIA: U.S. shale output to keep rising until peak after 2030,0
Probe into Ethiopian Boeing Crash Shows Anti-Stall System Was Active,0
"Trump said “he trusted an ex-KGB agent” over FBI and “lied” about “connections with Russia,” MSNBC Scarborough reminds viewers",0
"US State Department: As part of “our strong strategic partnership with India, we will continue to pursue shared interests in space and scientific and technical cooperation, including collaboration on safety and security in space.",0
Facebook Bans White Nationalism and White Separatism: 'Facebook will also begin directing users who try to post content associated with those ideologies to a nonprofit that helps people leave hate groups.',0
"Luxembourg to increase mandatory paid leave to 26 days a year, plus making Europe Day on May 9th a public holiday",0
Airline WOW goes bust and cancels all flights,0
Wife of Ex-Interpol Chief Says Arrest in China was Politically Motivated,0
Icelandic budget airline WOW ceases operations,0
Kubrat Pulev: Female reporter calls for boxer's suspension after kiss,0
"American drug suspect, on the run for 25 years, arrested in Chiang Mai",0
"Venezuela's Guaidó given 15-year ban: Venezuelan opposition leader Juan Guaidó will be barred from holding further public office for 15 years, the maximum allowed by law, the state financial controller has announced.",0
China Thanks Kazakhstan For 'Support' On Muslim Crackdown In Xinjiang,0
Thunderbirds actor Shane Rimmer dies,0
Brexit: UK's Theresa May loses crucial vote on EU divorce deal,0
India fourth country to successfully test ASAT missile,0
Lawyer Wang Yu taken away by Chinese police outside Beijing US embassy,0
"In market debut, Lyft counters Uber with 'nice guy' image",0
LGBT people 'never felt more vulnerable',0
"Brexit: as May's deal is defeated for the third time, the next steps explained",0
"Boeing 737 MAX is 'long way from ready', airline executive claims",0
"U.S. buyers of Venezuelan oil sub in Shell, BP offshore crude",0
Quebec Proposes Bill Banning Public Employees From Wearing Head Scarves at Work,0
"A Maltese special operations team boarded a tanker and took back control of it Thursday after the ship was hijacked by migrants it had rescued at sea. Italy's hard-line interior minister described the migrants as pirates, but aid groups said they acted in self-defence.",0
Mexico president says illegal immigration to U.S. 'not up to us',0
"Philippine journalist and one of Time magazine’s 2018 people of the year, Maria Ressa, arrested again",0
Doctor in Antarctica broker her hand so plumber and electrician had to operate,0
Brunei makes homosexual sex and adultery punishable by death by stoning,0
MPs urged to secure 22 May Brexit,0
"Conmen posed as French foreign minister to steal €8 million, police say",0
"Ottawa considering new retaliation to end U.S. tariff fight, source says",0
'Get out of Syria first': Moscow reacts to Trump's demand to leave Venezuela,0
Norway to hand back thousands of artefacts taken by explorer from Easter Island,0
Facebook begins new EU political ads rules,0
Brussels EU museum accused of banning staff from drinking and speaking,0
Theresa May cuts her Brexit deal in half in last-ditch bid to pass it,0
"Extreme weather impacted 62 million people last year, says WMO",0
"Climate change hit 62m people worldwide, says WMO State of the Global Climate report | 2018 saw record sea level rise and exceptionally high land and ocean temperatures as the physical signs and socio-economic impacts of climate change accelerate",0
"Quebec to ban public workers from wearing religious symbols; The Canadian province of Quebec will ban public sector employees from wearing religious symbols during work hours, a controversial move that critics say targets Muslim women who wear hijabs or other head coverings",0
No majority for any of Brexit options,0
Chinese Developers Protest Overwork on GitHub,0
"Cleared of collusion with Russia, Trump can now collude shamelessly with Netanyahu",0
"Study shows IPCC is underselling climate change | A new study has revealed that the language used by the global climate change watchdog, the IPCC, is overly conservative - and therefore the threats are much greater than the Panel's reports suggest",0
"Puerto Rico governor warns White House: 'If the bully gets close, I'll punch the bully in the mouth'",0
"Lebanese President Aoun Meets Putin, Thanks Him for 'Defending Christians' of the Middle East",0
Flights grounded after Iceland's WOW air ceases operations,0
China’s tech workers protest brutal work culture with communist jingles,0
China city offers cash for information in religion crackdown,0
"Climate change hit 62m people worldwide, says State of the Global Climate WMO report | 2018 saw record sea level rise and exceptionally high land and ocean temperatures as the physical signs and socio-economic impacts of climate change accelerate",0
Voting for UK PM May's Brexit Withdrawal Agreement is 'surrender': lawmaker Francois,0
Maltese armed forces storm merchant ship 'hijacked by migrants' in Mediterranean,0
"Far-right terrorism threat is growing, say MI5 and police chiefs",0
Pakistan Investigating Journalists For Posting Khashoggi’s Photo; Pakistani authorities are investigating five prominent journalists and a blogger for displaying the photo of slain Saudi journalist Jamal Khashoggi’s on social media during Saudi Crown Prince Salman’s visit to Pakistan last month,0
Iran to 'resist' Trump decision on Golan Heights,0
Parliament again rejects Theresa May’s Brexit deal on day Britain was supposed to ‘take back control’,0
Russian Troops Land In Oil-Rich Venezuela | OilPrice.com,0
"Attorney General Barr says Mueller report won't be shared with White House for review, should be released 'mid-April'",0
Pakistan probes social media campaign against Saudi prince,0
Man nabbed in Thailand for allegedly raping friend’s 68-year-old mum,0
"Greenhouse gas cuts disguise slow progress on cleaning up emissions from UK homes, campaigners warn - ‘All the backslapping from government on very modest improvements shows that they have not yet grasped the scale and speed of change needed’",0
Microsoft says encryption laws make companies wary of storing data in Australia,0
Fact-checking Trump's Michigan rally,0
‘Long term security risks’ from Huawei,0
'Real fear' in parliament that Brexit will never happen: UK trade minister,0
Southeast Asia should be aware of Iran's tactics to evade oil sanctions: U.S.,0
"Fueled by climate change, disasters hit 62M last year | Extreme weather events, supercharged by climate change, affected some 62 million people around the world in 2018, the United Nations' weather agency said Thursday",0
Brexit has 'left our lifestyle in limbo',0
Rammstein video: German rock band causes outrage with Nazi clip,0
"EU member states unanimously reject Israel's sovereignty over Golan Heights, defying Trump and Netanyahu",0
"Oil set for biggest quarterly rise since 2009 amid OPEC cuts, U.S. sanctions",0
What next for Venezuela? Guaido calls for final push to oust Maduro after Trump reaffirms support,0
Oil Prices Fall As Trump Targets OPEC On Twitter,0
'Unruly' British tourists used children as 'tools' in alleged scams in New Zeland,0
MEPs vote to combat racist discrimination against Afro-Europeans,0
"Saudi Arabia temporarily frees three women's rights activists: After months in detention, some of the the activists jailed for their human rights campaigns granted temporary release.",0
Why China loves Tom Hiddleston's 'creepy' ad,0
Human Traffickers Accused of 'Crimes Against Humanity' in Thailand and Malaysia,0
Mexican president says illegal immigration to U.S. 'is not up to us',0
State Dept. believes US legal residents are being held in Chinese detention camps,0
Algeria's protesters expand focus to political elite beyond Bouteflika,0
"Kia, Hyundai owners claim in lawsuit they were knowingly sold defective vehicles | CBC News",0
Quebec Proposes Bill Banning Public Employees From Wearing Head Scarves at Work - The New York Times,0
"O'Rourke to rally in his native Texas, where tough 2020 presidential primary awaits",0
Canada Revenue Agency executes search warrants on Vancouver properties in tax evasion case,0
U.K. Parliament Rejects Theresa May’s Deal,0
United Airlines warns flight attendants to stop 'illicit trip brokering',0
Netanyahu boasts about 'lecturing' Obama on Palestine,0
"Microsoft said it seized 99 websites used by Iranian hackers to snoop on activists, journalists, political dissidents, defense industry workers and others in the Middle East",0
"UN Security Council binding resolution makes terror financing a serious crime: The body has threatened sanctions as a means to ensure that countries crack down on the problem. Though the topic has been addressed in part before, this is the first comprehensive measure of its kind",0
Four gunmen killed in shootout in Comoros after opposition presidential candidate arrested,0
Poverty increases among children and pensioners across UK,0
Female veteran denied IVF benefits because she's single,0
"Hundreds of child sex dolls seized at UK borders, sparking legal crackdown - 'There is no ambiguity that they are designed to depict children and their purpose is to stimulate sex'",0
Pope enacts new legislation to prevent child abuse in Vatican,0
Influential director Agnes Varda dies,0
Sources: 3 Saudi rights activists temporarily released,0
'Paramedic' caught on film attacking IDF soldiers during riot,0
'Gunman' arrested at St Paul's Cathedral,0
"Gun City, the gun shop that sold weapons to the alleged Christchurch shooter, is urging firearms owners to push back against Parliament's gun legislation.",0
ISIS bride Shamima Begum’s lawyer makes claims the terror group modelled its caliphate ‘directly’ on Israel,0
Churchill's policies contributed to 1943 Bengal famine – study,0
"Some Boeing Jets Have Substandard Parts, Whistleblower Claims",0
Trump says Mueller probe was an 'attempted takeover of our government',0
Venezuela returns to 'Middle Ages' during power outages,0
Investigating Trump in a post-Mueller world,0
Theresa May to bring Brexit vote back after pledge to resign,0
Norway's Kon-Tiki museum to return thousands of Easter Island artefacts,0
This Small Business Owner Was About To Declare Bankruptcy. Then He Remembered To Hustle And Grind. Now He Is Billionaire.,1
Knicks Confident They Have The Cap Space To Ruin 2 Or 3 Promising Careers,1
5 Signs Your Son Didn’t Pull The Correct Lessons From Watching ‘Shallow Hal’,1
"Tech is the future, reports local dad",1
The Rock Said What?!,1
That Was Fast: Roger Stone Has Already Had A Religious Awakening And Converted To Islam In Prison,1
Nation’s Girlfriends Admit Absolutely Everything Riding On Valentine’s Day,1
Only Adult Left In Trump Administration Named ‘Mad Dog’,1
Study: Vaping Better Aid To Quit Smoking Than Gum Or Patches,1
"Yeah, Makes Sense: Wendy’s Announced That You Should Understand The Gist Of Wendy’s By Now And They’re Not Going To Advertise Anymore",1
Yankees Fans Pack Stadium For Asshole Heritage Night,1
Study Reveals That Girls Who Play Princess Grow Up With Skewed Perceptions Of The Role Of Modern Monarchy In A Democratic Society,1
The 6 Telemarketer Scams That Absolutely Owned Grandma In 2018,1
T-Mobile Announces Wireless Service Now Covers 70% Of Your Apartment,1
We Want To Know More About Our Readers!,1
Local Internet User Completely Unaware He A Top Content Creator For Barstool Sports,1
Informal Tone Of Cover Letter Sets Job Applicant Apart From Seriously Considered Candidates,1
Man Wasting His Life Playing Video Games When There Whole World Of Other Screens Out There,1
Samuel Adams Apologizes For 'Boston Sucks' Pilsner,1
Area Man’s Intelligence Probably Just Too Intimidating For Most Women,1
Makers Of Good Friends Cereal Not Sure How Two Pictures Of Ann Coulter Got On Box,1
Unsettling Study Finds Second Cousins Technically Fair Game,1
Howard Schultz Considering Independent Presidential Run After Finding No Initial Support Among Any Voter Groups,1
Fair Is Fair!,1
Punxsutawney Phil Beheaded For Inaccurate Prediction On Annual Groundhog Slaughtering Day,1
7 Fjords I Would Like To Take Your Family To See Without You,1
Parenting Experts Warn Screen Time Greatly Increases Risk Of Child Becoming An Influencer,1
House Votes Against Trump’s National Emergency On Grounds That Only Congress Allowed To Misappropriate Funds,1
Tips For Getting Unsafe Elderly Drivers Off The Road,1
"Lost Jack London Manuscript, ‘The Doggy,’ Found",1
Film Character Moves Into Beautiful Brooklyn Brownstone After Getting Dream Publishing Job,1
Mandatory Unisex Golden Globes Uniforms Keep Focus On Stars’ Work,1
Woman Wakes Husband Up On Valentine’s Day With Hot Surprise Blowtorch,1
Winner Of ‘The Voice’ Excited To Use $50 Chili’s Gift Card,1
Chicago Police Credit Their Extensive Experience Falsifying Evidence For Helping Solve Smollett Case,1
Boss Makes Lipstick Prints On Paychecks For Valentine’s Day,1
Public Health Alert: The CDC Has Issued A Nationwide Recall On All Salmonella,1
Frat Brothers Draw All Over Pledge Who Passed Away At Party,1
"Pentagon Allocates $600,000 For Actual Gun Used In ‘Scarface’",1
Baby Feels Foolish After Realizing Stranger Waving At Toddler Next Seat Over,1
President’s Cathartic Words Help Nation Begin To Heal Following Yet Another Senseless ‘Saturday Night Live’,1
Oscars Gift Bag Includes 3 iPads Streaming Telecast In Attempt To Shore Up Viewership Numbers,1
Taliban Agrees To Peace Deal Despite Concerns About America’s Human-Rights Record,1
Bouncer Who’s Not That Big Must Be Fucking Crazy,1
Ulta Releases Line Of Shitty Hair Ties To Give Cheap-Ass Friend Who’s Always Borrowing Them,1
Scholars Say Constitution Is Open To Differing Interpretations Because Nobody Can Read That Crazy Script,1
’90s Kids Will Absolutely DETEST This List Of Awesome Toys From The UNKNOWABLE FOREIGN DECADE Of The ’80s,1
Report: Saxophone Still An Okay Vehicle For Self-Expression,1
Christmas Tree Still Sitting On Curb Outside Rockefeller Center,1
Delta Airlines Counter Agent Assures Man He Will Never See His Family Again,1
Cold Panic Grips Stacey Abrams As Trump Begins Delivering Speech Almost Identical To One She Wrote,1
Gearing Up For 2020? Bernie Sanders Just Slapped Barron Trump In The Face And Called Him A Bimbo,1
"Area Man Much Happier, More Relaxed Since Joining Cult",1
Eddie Redmayne said WHAT?!,1
FEMA Recommends Americans Always Have Go-Bag Packed In Case Past Finally Catches Up With Them,1
Poll Finds 100% Of Americans Blame Shutdown Entirely On Colorado Representative Scott Tipton,1
Hell Fucking Yes: Your White Yoga Teacher Is Throat Singing And Playing Bansuri Flute Music And If That’s Cultural Appropriation It’s All On Them But Super Fun For You,1
Businessman Goes Home For The Holidays To Network With Family,1
Glade Introduces New Spring Meadow Fire Extinguisher,1
Spacecraft Travel From All Over Galaxy To Honor End Of Opportunity Rover’s Life,1
Your Brain-Gun: Turn The Safety Off - Onion Talks - Ep. 12,1
Man Spends Long Day At Work Waiting To Go Home And Be Lonely,1
"'Chapter 1: Clark,' Reports Awful Manuscript",1
Supper underrated onion series,1
Steven Spielberg Criticizes Netflix For Ruining Golden Age Of Pandering Big-Budget Corporate Films,1
NASA Frantically Announces Mission To Earth’s Core After Accidentally Launching Rocket Upside Down,1
Mind-Blowing History: This Photo Of U.S. And Iraqi Soldiers Banding Together To Disembowel An Elvis Impersonator During The Gulf War Will Take Your Breath Away,1
Just a polite reminder.,1
Department Of Treasury Releases New Monsters Of The Silver Screen 20 Dollar Bill,1
Sweating CornNuts VP Stammers Way Through Pitch For ‘Nutsarito’ At Taco Bell,1
5 Times On ‘The Punisher’ When The Punisher Kills Someone Just Because They Either Don’t Like Grapes Or They Like Grapes Way Too Much,1
A Mythical Land: No One Has Ever Seen Anyone Shopping At The Huge Store In The Mall Full Of Rhinestone-Studded Party Dresses That’s Always Blasting Royalty-Free Club Music,1
PC Culture Run Amok: This Fat White Boy Was Expelled Just For Getting Fully Nude On The School Bus To Change Into His Dashiki,1
Tumor-Covered Chester Cheetah Apologizes For Role In Marketing Dangerously Cheesy Cheetos To Children,1
Catholic Church Brings In New Perspective On Solving Abuse Scandal With Appointment Of Toddler Bishop,1
Nancy Pelosi Signals Support For Environmental Causes By Placing Green New Deal Directly Into Recycling Bin,1
Leaf That Came Out Too Early Cold As Shit,1
Liberal Feels Like Idiot For Placing Entirety Of Hopes On Mueller Probe Instead Of New York Prosecutors’ Investigation,1
Heartwarming: This Dog Spends Hours Each Day Sitting At The Grave Where Its Owner Is Buried Alive,1
Future Christian Drinking And Doing Drugs And Thinking It's One Big Joke,1
Anne Hathaway Said What?!,1
"Weird Kid Opts To Sit Perfectly Still, Let Universe Decide His Fate After Teacher Instructs Class To Pair Up",1
Survey Finds Many Gamers Never Finished ‘Red Dead Redemption 2’,1
Bryan Singer Celebrates ‘Bohemian Rhapsody’ Oscar Nominations By Popping Open Special Bottle Of Rohypnol,1
Nature Preserve Sets Up Unrealistic Expectations With Visitor’s Center Full Of Taxidermied Animals,1
Radio Station Playing Controversial ‘Little Drummer Boy’ On Repeat In Defiance Of Those Who Claim It Contains Sexually Predatory Themes,1
U.S. To Offer Tax Incentives To Companies That Do Not Openly Make World Worse At Every Turn,1
Concerned Nation Gently Encourages Boston To Take It Easy This St. Patrick’s Day,1
NYPD Deploys New Line Of Plain Clothes Cop Cars,1
Scotland Yard Frees 163-Year-Old British Man After DNA Evidence Clears Him Of Being Jack The Ripper,1
This life hack couldn't be easier.,1
Diamondbacks Settle Long-Standing Civil Suit With Offspring Of Bird Hit By Randy Johnson’s Fastball,1
Disney Estate Uncovers Cache Of Anti-American Cartoons Intended For Release If Axis Won WWII,1
Patrick Stewart Said What?!,1
Jason Momoa Clearly Came To Oscars Straight From Work,1
"Heartbreaking: This Kid Is Too Young To Realize That His Friends Were Hanging Out Without Him When He Ran Into Them At The Movies, And Now He Keeps Telling His Mom How Cool It Was That He Just Saw All Of His Friends",1
Bose Releases New Headphones Specifically Optimized For Listening To Whitney Houston’s ‘How Will I Know?’,1
"Heartbreaking: This Poor Kid Had To Spend An Entire Afternoon Gardening With His Grandma, Bringing Her More Joy Than He Could Possibly Imagine",1
Reconstruction Finally Completed On Field Destroyed By United Flight 93,1
I Was There When Tommy Lee Honked A Boat Horn With His Penis In The Sex Tape He Made With Pamela Anderson And I Did Nothing,1
Real Life Incredible Hulk: This Man Turns Green And Goes Bald Every Time He Gets Upset,1
Children Of All Ages Delighted By Enslavement Of Topsy The Elephant,1
Nation Still Outraged 1933 Best Picture Went To ‘Cavalcade’ Instead Of ‘Lady For A Day’,1
New ‘Game Of Thrones’ Trailer Confirms Season 8 Will Reveal Identity Of Sword-Covered Chair,1
Gap Debuts New Line Of Children’s Sweaters To Clutch To Chest When Son Goes Missing,1
Pope Francis Working Out At Vatican Gym Wearing ‘Sex Abuse Summit 2019’ T-Shirt,1
Pajama-Clad Child Makes Turbulent Rampage Through Dinner Party,1
Snowstorm In Chicago Delays Hundreds Of Morning Murders.,1
This Will Change The Way You Watch ‘Mad Max: Fury Road’,1
"Volatile India-Pakistan Standoff in 11,680th Day",1
Gay Pride Parade Sets Mainstream Acceptance Of Gays Back 50 Years,1
Online University Allows Students To Amass Crippling Debt At Own Pace,1
Man Competitive About How Depressed He Is,1
Pope Breaks Ice At Clergy Abuse Summit By Having Everyone Go Around And Say How Many Kids They Molested,1
Inclusivity Win! Marvel Is Changing The Sound That Spider-Man’s Web Shooters Make From ‘Thwip’ To ‘Mixed-Race Families’,1
Caving To Blackmail: Jeff Bezos Has Shut Down ‘The Washington Post’ After ‘The National Enquirer’ Threatened To Publish Photos Revealing He’s Bald,1
The Onion Looks Back At 'Back To The Future',1
Sensei’s Assistant Really Getting His Ass Whipped,1
4 Times The Harlem Globetrotters Showed Up Uninvited To My Son’s Tap Dancing Recital And Humiliated Him With Basketball Tricks,1
Report: States Quietly Raising Speed Limits Near Failing Schools,1
‘If This Report Is True’ To Be Repeated 5.7 Billion Times Today,1
Decorating Your Home For The Holidays,1
"Mueller Annoyed By Chipper, Overeager Adam Schiff Constantly Sending Him Evidence He’s Already Uncovered",1
25-Year-Old Man No Longer Impressed By Mewtwo,1
Study Finds Sedentary Lifestyle Puts Millions Of Americans At Risk Of Becoming Beautiful Just The Way They Are,1
"Sweating, Exhausted Christian Bale Stumbles Past 13-Mile Marker On Oscars Red Carpet",1
Passenger Glued To Airplane Window Like It Fucking 1956,1
He’s Running: Joe Biden Just Made A Pinterest Board Called ‘President Style Ideas’,1
Man’s Wife Dies Of Cancer Just Like In The Movies,1
7 Total Randos Found Dead,1
New ‘Cut Off Your Genitals’ Challenge Gains Popularity Among Teens Online,1
Lost Innocence: This Shocked Mother Just Found A Stash Of Pornographic Actors Under Her 12-Year Old’s Mattress,1
Woman Who Changed Self To Please Boyfriend Enjoying Happy Long-Term Relationship,1
Heartbreaking: This Kid Genuinely Seems Pretty Proud After His Teacher Announced That His Section Of Biology Is A Full Week Ahead Of Her Other Bio Classes,1
It’s about time!,1
Boss Really Getting On Man's Ass About Finishing NCAA Bracket,1
